cuces,total_adjudicado,total_recepcionado,total_referencial
20-1342-00-1051620-0-E,48540,48540,
20-1342-00-1052272-0-E,55000,55000,
20-1342-00-1052725-0-E,25200,,
20-1342-00-1052751-0-E,19500,19500,
20-1342-00-1055380-2-1,914320,914320,939400
20-1342-00-1061190-1-1,101351,101351,138199
20-1342-00-1065679-1-1,451381,451381,619999.9400000001
20-1342-00-1069298-1-1,159630,159630,159630
20-1342-00-1076506-1-1,,35952.9,36849
20-1342-00-1088324-1-1,,40900,40900
20-1342-00-1089142-1-1,346961.2,346961.2,347251
20-1342-00-1090198-1-1,155000,155000,168619
20-1342-00-1090673-1-1,,43004,48793
20-1342-00-1095219-1-1,,49880,49880
20-1343-00-1078465-1-1,260000,260000,260000
20-1344-00-1058644-2-1,398808,398808,400000
20-1344-00-1066031-1-1,60000,60000,68460
20-1345-00-1065630-2-1,1196424,1196424,1200120
20-1345-00-1066779-2-1,75000,75000,75000
20-1345-00-1066846-1-2,42998,42998,81810
20-1345-00-1067251-1-1,376520,376520,644410
20-1345-00-1067649-1-1,78919.04,78919.04,117250
20-1345-00-1074700-1-1,51800,51800,146930
20-1345-00-1087604-1-1,,25980.29,25980.29
20-1346-00-1047059-0-E,20510,20510,
20-1346-00-1092975-1-1,149462.91999999998,149462.91999999998,151888.28
20-1347-00-1080799-1-1,59884.5,59884.5,60125
20-1347-00-1082353-1-1,79900,79900,79900
20-1401-00-1035122-0-E,32100,32100,
20-1401-00-1035484-0-E,31900,31900,
20-1401-00-1037338-0-E,48000,48000,
20-1401-00-1039271-0-E,49850,49850,
20-1401-00-1043001-0-E,29410.5,29410.5,
20-1401-00-1043323-0-E,24220,24220,
20-1401-00-1043420-0-E,41520,41520,
20-1401-00-1043494-0-E,49161.5,49161.5,
20-1401-00-1047432-0-E,45000,45000,
20-1401-00-1048070-0-E,47850,47850,
20-1401-00-1048694-0-E,46010,46010,
20-1401-00-1048868-0-E,26250,26250,
20-1401-00-1048870-0-E,27370,27370,
20-1401-00-1048872-0-E,34020,34020,
20-1401-00-1048873-0-E,20412,20412,
20-1401-00-1049114-0-E,24600,24600,
20-1401-00-1049115-0-E,24000,24000,
20-1401-00-1049763-0-E,43944,43944,
20-1401-00-1050417-0-E,20716,20716,
20-1401-00-1050420-0-E,20250,20250,
20-1401-00-1051303-0-E,31325,31325,
20-1401-00-1052918-1-1,198250,198250,198750
20-1401-00-1053009-1-1,179600,179600,188000
20-1402-00-1039929-0-E,21000,,
20-1402-00-1046625-0-E,49917,49917,
20-1402-00-1049257-0-E,128200,128200,
20-1402-00-1051555-0-E,124200,124200,
20-1404-00-1044170-0-E,27500,27500,
20-1404-00-1044309-0-E,22500,22500,
20-1404-00-1044385-0-E,47600,47600,
20-1404-00-1049819-0-E,102000,,
20-1404-00-1050949-0-E,75900,,
20-1404-00-1087548-1-1,,54072,60080
20-1404-00-1094001-1-1,,911412,911412
20-1404-00-1101655-1-1,,262175,262175
20-1406-00-1037974-0-E,27750,,
20-1406-00-1037976-0-E,48950,48950,
20-1406-00-1043681-0-E,20220,,
20-1406-00-1045690-0-E,371157.5,,
20-1406-00-1052399-0-E,39717,,
20-1406-00-1073798-1-1,,37440,39000
20-1406-00-1073802-1-1,,32900,35000
20-1406-00-1074661-1-1,,30160,36750
20-1406-00-1075611-1-1,,903928.5,903928.5
20-1406-00-1082230-1-1,,2911530,2911530
20-1406-00-1093972-1-1,,27000,32000
20-1408-00-1083504-1-1,370000,370000,370000
20-1409-00-1061046-1-1,808896.6000000001,808896.6000000001,834417
20-1409-00-1086735-1-1,182515,,194155
20-1409-00-1086801-1-2,178120,178120,199050
20-1410-00-1041605-0-E,33000,33000,
20-1410-00-1070837-2-1,347700,347700,350000
20-1410-00-1091890-2-1,115970,,119900
20-1414-00-1087976-1-1,,99593.85,99999.56
20-1414-00-1087985-1-1,,27493.05,27493.05
20-1414-00-1097757-1-1,,27500,27500
20-1414-00-1101689-1-1,,27500,27500
20-1415-00-1051659-0-E,66000,66000,
20-1416-00-1074027-1-1,409248,409248,417000
20-1417-00-1090054-1-1,,409460,409460
20-1417-00-1101738-1-1,,42100,44000
20-1417-00-1101799-1-1,,46699,46699
20-1417-00-1102061-1-1,,37140,37140
20-1418-00-1099632-1-1,164449.79,164449.79,164568
20-1420-00-1102105-1-1,,,339270
20-1423-00-1067905-1-3,185322.38999999998,185322.38999999998,186195.51
20-1423-00-1092552-1-1,,40000.8,43999.83
20-1423-00-1094737-1-1,,27600,27600
20-1425-00-1095895-2-1,199000,199000,199752
20-1425-00-1096624-1-1,,88937,89310
20-1427-00-1069040-1-1,330410.5,,330500
20-1428-00-1096738-1-1,,109500,110000
20-1430-00-1094786-1-2,,236500,249000
20-1430-00-1097794-1-1,,21980,22256
20-1430-00-1098955-1-1,,47770,49280
20-1430-00-1099125-1-1,,60900,61780
20-1430-00-1102232-1-1,,8800,8900
20-1430-00-1102234-1-1,,23887,23950
20-1431-00-1079095-1-1,,219604,285200
20-1431-00-1085909-1-1,,355124,478495
20-1431-00-1101234-1-1,,355270,355270
20-1432-00-1089592-1-1,,49214,49214
20-1432-00-1089648-1-1,,31660,31660
20-1432-00-1089675-1-1,,39993,39993
20-1432-00-1089862-1-1,,39345,39345
20-1432-00-1094148-1-1,,38000,38000
20-1432-00-1098297-1-1,,23361,23361
20-1432-00-1099463-1-1,,39990,39990
20-1432-00-1099616-1-1,,28300,28300
20-1432-00-1100985-1-1,,41981,41981
20-1434-00-1077851-1-1,392218,392218,392928
20-1434-00-1100643-1-1,,46900,49000
20-1434-00-1100669-1-1,,27499,27500
20-1434-00-1100683-1-1,,41700,42000
20-1434-00-1100781-1-1,,40500,40500
20-1501-00-1038985-0-E,626300,,
20-1501-00-1039216-0-E,34450,34450,
20-1501-00-1039217-0-E,39927,,
20-1501-00-1039705-0-E,47600,47600,
20-1501-00-1039880-0-E,48750,48750,
20-1501-00-1039896-0-E,38000,38000,
20-1501-00-1040010-0-E,33700,33700,
20-1501-00-1041836-0-E,19250,,
20-1501-00-1041969-0-E,211000,211000,
20-1501-00-1043316-0-E,499980,499980,
20-1501-00-1043710-0-E,455000,455000,
20-1501-00-1045382-0-E,46500,46500,
20-1501-00-1046439-0-E,45500,,
20-1501-00-1047206-0-E,47200,,
20-1501-00-1049384-0-E,44160,,
20-1501-00-1049590-0-E,46504,,
20-1501-00-1052139-0-E,49985,,
20-1501-00-1077776-1-1,,39390,39390
20-1501-00-1078317-1-1,,107763,107763
20-1501-00-1078330-1-2,,2451312,2451312
20-1501-00-1078339-1-1,,3166800,3166800
20-1501-00-1079416-1-1,,895380,906000
20-1501-00-1081299-1-1,,927000,930000
20-1501-00-1086718-1-1,,11558340.9,19491300
20-1501-00-1086718-2-1,,7360564.59,7374208.5
20-1501-00-1089182-1-1,,801900,1240000
20-1501-00-1093763-1-1,,275000,325000
20-1501-00-1093862-1-1,,340050,340050
20-1501-00-1095753-1-1,,26700,33750
20-1501-00-1097707-1-1,,109180,140780
20-1501-00-1098242-1-1,,810350,850900
20-1501-00-1099336-1-1,,160000,1110000
20-1501-00-1099374-1-1,,119458,119890
20-1502-00-1087386-1-2,994000,994000,1000000
20-1503-00-1040388-0-E,259790,259790,
20-1505-00-1095642-1-1,,22000,22000
20-1505-00-1096376-1-1,,48000,48000
20-1506-00-1078451-1-1,899713,899713,900000
20-1506-00-1089982-1-1,98753,98753,100000
20-1507-00-1050563-0-E,42050,42050,
20-1507-00-1050732-0-E,35550,35550,
20-1507-00-1050746-0-E,48799,48799,
20-1507-00-1051985-0-E,48720,48720,
20-1507-00-1052002-0-E,111000,111000,
20-1507-00-1052073-0-E,63250,63250,
20-1507-00-1052292-0-E,114000,114000,
20-1507-00-1062643-1-1,53295,53295,125108
20-1507-00-1083439-1-1,127150,127150,174050
20-1507-00-1094265-1-1,283120,283120,299000
20-1508-00-1044020-0-E,49500,49500,
20-1508-00-1044024-0-E,45600,45600,
20-1508-00-1044027-0-E,20140,20140,
20-1508-00-1044032-0-E,37600,37600,
20-1508-00-1048342-0-E,24575,24575,
20-1508-00-1048357-0-E,22760,22760,
20-1508-00-1048488-0-E,37166,37166,
20-1508-00-1048494-0-E,27450,27450,
20-1508-00-1048496-0-E,28055,28055,
20-1509-00-1071375-1-1,648657.47,648657.47,649293.31
20-1509-00-1083779-1-1,264720,264720,265176
20-1510-00-1049760-0-E,49190,49190,
20-1510-00-1049953-0-E,41675,41675,
20-1510-00-1080106-1-2,67750,67750,167450
20-1511-00-1059731-2-1,75932.8,75932.8,83936
20-1511-00-1059734-2-1,229265.4,229265.4,247078
20-1511-00-1089765-2-2,69150,69150,115770
20-1511-00-1098458-1-1,,,28400
20-1512-00-1053975-2-2,46950,46950,300640
20-1512-00-1095303-1-1,258216,258216,258300
20-1512-00-1098300-1-1,108288,108288,120178
20-1513-00-1083968-1-1,376740,376740,403120
20-1514-00-1041816-0-E,94800,94800,
20-1514-00-1041858-0-E,31500,31500,
20-1514-00-1049309-4-2,335900,335900,383000
20-1514-00-1068958-1-2,319759,319759,372709
20-1514-00-1094130-1-1,114300,114300,118925
20-1515-00-1086688-1-1,,365400,365400
20-1515-00-1087308-1-1,,45655,45655
20-1515-00-1088556-1-1,,367500,367500
20-1515-00-1088559-1-1,,23736,23736
20-1515-00-1091009-1-1,136915.02,136915.02,137491.12
20-1515-00-1092771-1-1,,20670,22640
20-1516-00-1079590-1-1,531991,531991,649999.99
20-1517-00-1050734-0-E,28320,28320,
20-1517-00-1080401-2-1,106447.75,106447.75,106627.97
20-1519-00-1037999-0-E,43200,43200,
20-1519-00-1044092-0-E,22000,22000,
20-1519-00-1044132-0-E,23000,23000,
20-1519-00-1051948-0-E,22500,22500,
20-1520-00-1087760-2-1,68200,,135895
20-1521-00-1044703-0-E,49950,49950,
20-1521-00-1044718-0-E,49400,49400,
20-1521-00-1049272-0-E,45000,45000,
20-1521-00-1089473-1-1,,159100,169100
20-1521-00-1090127-1-1,,276820,280200
20-1521-00-1090192-1-1,,194479,197479
20-1521-00-1090214-1-1,,115790,134245
20-1521-00-1091593-1-1,,39253.05,40000
20-1521-00-1098831-1-1,,42000,45600
20-1523-00-1086762-1-1,178960,197560,204830
20-1524-00-1073613-1-2,,,117390
20-1524-00-1096475-1-1,,,216668
20-1526-00-1056613-1-1,221735,221735,611887.52
20-1528-00-1064750-1-2,280000,280000,320000
20-1528-00-1067615-2-1,689410,689410,846188
20-1528-00-1087354-1-1,1419793.93,1419793.93,1419925
20-1528-00-1093284-1-1,985000,985000,990000
20-1529-00-1089227-1-1,281721,281721,311095
20-1531-00-1074757-1-1,26848.05,,81376.47
20-1531-00-1077241-1-1,501380,501380,528990
20-1531-00-1082272-2-1,610020,610020,610660
20-1532-00-1093453-1-1,,1340532,1376150
20-1532-00-1098872-1-1,,34500,45000
20-1532-00-1098876-1-1,,28700,49200
20-1532-00-1098884-1-1,,21869.82,49980
20-1532-00-1100846-1-1,,25000,40000
20-1533-00-1079560-1-1,211000,211000,221190
20-1537-00-1048908-0-E,49022.5,49022.5,
20-1537-00-1048947-0-E,36000,36000,
20-1537-00-1048974-0-E,47000,47000,
20-1537-00-1049216-0-E,47589,47589,
20-1537-00-1051464-0-E,22360,22360,
20-1539-00-1084187-1-1,,30905,44150
20-1539-00-1089149-1-1,26738,26738,423116
20-1601-00-1038520-0-E,49725,49725,
20-1601-00-1039970-0-E,49700,49700,
20-1601-00-1041478-0-E,49010,49010,
20-1601-00-1041487-0-E,49880,49880,
20-1601-00-1041497-0-E,49900,49900,
20-1601-00-1041925-0-E,49950,49950,
20-1601-00-1041936-0-E,49000,49000,
20-1601-00-1041948-0-E,46200,46200,
20-1601-00-1044044-0-E,33250,,
20-1601-00-1044052-0-E,49600,,
20-1601-00-1047352-0-E,50000,,
20-1601-00-1051433-0-E,44400,,
20-1601-00-1051438-0-E,46500,,
20-1601-00-1051448-0-E,49900,,
20-1601-00-1061851-1-1,170000,,240000
20-1601-00-1064994-1-1,116000,,158000
20-1601-00-1088625-1-1,,,48164
20-1601-00-1089343-1-1,74997,74997,99996
20-1601-00-1091152-1-1,,19375,50000
20-1601-00-1091188-1-1,,19375,50000
20-1601-00-1091214-1-1,600000,,720000
20-1601-00-1093781-1-1,,37250,49250
20-1601-00-1093785-1-1,,29497,49918
20-1601-00-1096032-1-1,,900000,900000
20-1601-00-1096374-1-1,,43454.5,49794
20-1601-00-1097294-1-1,,24750,49500
20-1601-00-1098779-1-1,,28500,29000
20-1601-00-1101359-1-1,,28000,40000
20-1601-00-1101367-1-1,,28000,40000
20-1602-00-1042842-0-E,118942,118942,
20-1602-00-1082146-1-1,,213112.17,335480.6
20-1604-00-1038644-0-E,92320,92320,
20-1604-00-1039030-0-E,49980,49980,
20-1604-00-1039050-0-E,199970,199970,
20-1604-00-1039055-0-E,18466.4,,
20-1604-00-1039058-0-E,1206203.6,1206203.6,
20-1604-00-1039073-0-E,99950,99950,
20-1604-00-1039075-0-E,15847.94,,
20-1604-00-1039078-0-E,199878,,
20-1604-00-1039115-0-E,109220,,
20-1604-00-1039243-0-E,28090,,
20-1604-00-1039720-0-E,400000,,
20-1604-00-1039870-0-E,50000,50000,
20-1604-00-1039877-0-E,49998,49998,
20-1604-00-1040087-0-E,698349,698349,
20-1604-00-1040331-0-E,29998.8,29998.8,
20-1604-00-1040433-0-E,49995,49995,
20-1604-00-1040579-0-E,49772.5,,
20-1604-00-1040580-0-E,59600,59600,
20-1604-00-1040582-0-E,68550,68550,
20-1604-00-1040583-0-E,194590,194590,
20-1604-00-1041084-0-E,462664.8,,
20-1604-00-1041224-0-E,170100,170100,
20-1604-00-1041681-0-E,118264,,
20-1604-00-1042004-0-E,448443.75,,
20-1604-00-1042682-0-E,684723,,
20-1604-00-1043078-0-E,67320,,
20-1604-00-1043921-0-E,31816.960000000003,31816.960000000003,
20-1604-00-1043988-0-E,318000,,
20-1604-00-1044713-0-E,285004,285004,
20-1604-00-1045651-0-E,49987,49987,
20-1604-00-1045668-0-E,49994.7,49994.7,
20-1604-00-1045704-0-E,49994.7,49994.7,
20-1604-00-1046133-0-E,39000,,
20-1604-00-1046145-0-E,3085792.4,3085792.4,
20-1604-00-1046357-0-E,49994.7,49994.7,
20-1604-00-1046568-0-E,126400,,
20-1604-00-1046754-0-E,28500,,
20-1604-00-1046799-0-E,494450,494450,
20-1604-00-1046828-0-E,469300,469300,
20-1604-00-1047073-0-E,204600,,
20-1604-00-1047965-0-E,71250,,
20-1604-00-1048525-0-E,45000,,
20-1604-00-1048825-0-E,25030,25030,
20-1604-00-1050077-0-E,409803.6,,
20-1604-00-1078299-2-1,,77400,95820
20-1604-00-1078333-1-1,,39936.06,39936.06
20-1604-00-1080159-1-1,,48250,49750
20-1604-00-1083490-1-2,,2734080,2816000
20-1604-00-1085154-1-1,,300000,300000
20-1604-00-1090893-1-1,,363400,407200
20-1604-00-1090902-1-1,,70200,70200
20-1604-00-1091210-1-2,,46333,46333
20-1604-00-1092532-1-1,,47784,107822
20-1604-00-1093201-1-1,,49960,49960
20-1604-00-1098712-1-1,,9776,149706
20-1605-00-1038233-0-E,32085,32085,
20-1605-00-1038339-0-E,42975,42975,
20-1605-00-1038730-0-E,109690,109690,
20-1605-00-1038766-0-E,26352,26352,
20-1605-00-1038840-0-E,419084.31,419084.31,
20-1605-00-1039062-0-E,127050,127050,
20-1605-00-1039246-0-E,65900,65900,
20-1605-00-1039463-0-E,33000,33000,
20-1605-00-1041125-0-E,430150,430150,
20-1605-00-1041318-0-E,49200,49200,
20-1605-00-1042981-0-E,51352,51352,
20-1605-00-1042985-0-E,51900,51900,
20-1605-00-1044339-0-E,49000,49000,
20-1605-00-1046765-0-E,646444.4,646444.4,
20-1605-00-1047199-0-E,86400,86400,
20-1605-00-1047898-0-E,45000,,
20-1605-00-1049476-0-E,398000,398000,
20-1605-00-1052088-0-E,36000,36000,
20-1605-00-1052678-0-E,235000,235000,
20-1605-00-1080685-1-2,69650,69650,85125
20-1605-00-1082077-1-1,,895285.1,952750.39
20-1605-00-1089646-1-1,297540,297540,297604
20-1605-00-1090128-1-1,222500,222500,237500
20-1605-00-1097740-1-1,1770000,1770000,1770000
20-1605-00-1098114-1-1,,1071895.4,1106317
20-1606-00-1037832-0-E,200000,200000,
20-1606-00-1037879-0-E,41050,41050,
20-1606-00-1038338-0-E,200000,200000,
20-1606-00-1038881-0-E,93000,93000,
20-1606-00-1039118-0-E,120000,120000,
20-1606-00-1039577-0-E,106795,106795,
20-1606-00-1039649-0-E,35779.8,35779.8,
20-1606-00-1039665-0-E,111650,111650,
20-1606-00-1041302-0-E,26922,26922,
20-1606-00-1041674-0-E,209500,209500,
20-1606-00-1041909-0-E,92000,92000,
20-1606-00-1048167-0-E,26000,26000,
20-1606-00-1048775-0-E,27025.88,27025.88,
20-1606-00-1048807-0-E,620180,620180,
20-1606-00-1048917-0-E,68650,68650,
20-1606-00-1048966-0-E,22000,22000,
20-1606-00-1048986-0-E,139000,139000,
20-1606-00-1049072-0-E,58800,58800,
20-1606-00-1049074-0-E,33020,33020,
20-1606-00-1049087-0-E,143550,143550,
20-1606-00-1049089-0-E,38000,38000,
20-1606-00-1074118-1-1,,1795370,1795370
20-1606-00-1074275-1-1,,155605,199980
20-1606-00-1080318-1-1,,1692180,1700680
20-1606-00-1084147-1-1,,143368,156230.5
20-1606-00-1084750-1-1,,119038,141863
20-1606-00-1087305-1-1,,75615,95499
20-1606-00-1093221-1-1,,43656,43930.56
20-1607-00-1038804-0-E,42600,42600,
20-1607-00-1038805-0-E,44600,44600,
20-1607-00-1038822-0-E,50000,50000,
20-1607-00-1038854-0-E,50000,50000,
20-1607-00-1050926-0-E,192000,192000,
20-1607-00-1095157-1-1,,1094572.8,1103400
20-1607-00-1095694-1-1,,91850,95040
20-1607-00-1097468-1-1,,76800,94250
20-1608-00-1082398-1-1,349290,349290,372000
20-1610-00-1037553-0-E,47990,47990,
20-1610-00-1038456-0-E,45500,45500,
20-1610-00-1038458-0-E,39000,39000,
20-1610-00-1038841-0-E,33620,33620,
20-1610-00-1049506-0-E,49713,49713,
20-1610-00-1051910-0-E,288000,288000,
20-1610-00-1084184-1-1,,477400,477400
20-1610-00-1094173-1-1,,560688,567102
20-1701-00-1038146-0-E,49880,49880,
20-1701-00-1038609-0-E,3950441,3950441,
20-1701-00-1038910-0-E,903805,903805,
20-1701-00-1038990-0-E,467500,467500,
20-1701-00-1039214-0-E,23140,23140,
20-1701-00-1039578-0-E,31640,31640,
20-1701-00-1039624-0-E,25000,25000,
20-1701-00-1039714-0-E,50000,50000,
20-1701-00-1039878-0-E,48000,48000,
20-1701-00-1039886-0-E,49972,49972,
20-1701-00-1040278-0-E,24570,24570,
20-1701-00-1040288-0-E,30000,30000,
20-1701-00-1042229-0-E,72000,72000,
20-1701-00-1042311-0-E,57000,57000,
20-1701-00-1042995-0-E,738708.8300000001,738708.8300000001,
20-1701-00-1043411-0-E,127725,127725,
20-1701-00-1043421-0-E,212925,212925,
20-1701-00-1043442-0-E,142230,142230,
20-1701-00-1043643-0-E,271440,271440,
20-1701-00-1043795-0-E,210000,,
20-1701-00-1044169-0-E,242500,242500,
20-1701-00-1044207-0-E,77440,77440,
20-1701-00-1047928-0-E,28608,28608,
20-1701-00-1049805-0-E,49875,,
20-1701-00-1083445-1-1,132864,132864,199988
20-1701-00-1085278-1-1,,1375940,2022860
20-1701-00-1097582-1-1,,44880,44880
20-1701-00-1098119-1-1,,49980,49980
20-1702-00-1034795-0-E,49977,49977,
20-1702-00-1041089-0-E,49977,49977,
20-1702-00-1042481-0-E,49977,49977,
20-1702-00-1051006-0-E,49977,49977,
20-1702-00-1052252-0-E,38100,38100,
20-1702-00-1083175-1-1,,50000,50000
20-1702-00-1084731-1-1,,31141.6,49993.39
20-1702-00-1087940-1-1,,23315.67,45815
20-1703-00-1040305-0-E,31800,31800,
20-1703-00-1048593-0-E,49000,49000,
20-1703-00-1048609-0-E,49000,49000,
20-1703-00-1048754-0-E,49250,49250,
20-1703-00-1048911-0-E,28800,28800,
20-1703-00-1049629-0-E,23500,23500,
20-1703-00-1051761-0-E,76600,76600,
20-1703-00-1051786-0-E,49800,49800,
20-1704-00-1039812-0-E,56100,,
20-1704-00-1078233-1-1,,28800,49896
20-1704-00-1083662-1-1,,44420,49970
20-1704-00-1089735-1-1,,42000,49000
20-1704-00-1090109-1-1,,49760,49760
20-1704-00-1092129-1-1,950000,950000,980000
20-1704-00-1092808-1-1,920000,920000,980000
20-1704-00-1094074-1-1,642200,642200,642200
20-1704-00-1094107-1-1,312038,312038,374035
20-1704-00-1096999-1-1,,45360,48000
20-1704-00-1098169-1-1,,22435,42450
20-1704-00-1099308-1-1,,49871,49896
20-1705-00-1064566-1-1,125000,125000,140000
20-1705-00-1076163-1-1,267980,267980,307000
20-1707-00-1049226-0-E,86400,86400,
20-1707-00-1049377-0-E,49600,49600,
20-1707-00-1049643-0-E,200000,200000,
20-1707-00-1074111-1-1,,8310,8310
20-1707-00-1081744-1-1,,22020,22020
20-1711-00-1048569-0-E,47550,47550,
20-1712-00-1040798-0-E,89045,89045,
20-1712-00-1041110-0-E,218470,218470,
20-1712-00-1041999-0-E,168000,,
20-1712-00-1043410-0-E,25900,25900,
20-1712-00-1049802-0-E,71400,71400,
20-1712-00-1049827-0-E,50475,50475,
20-1712-00-1049899-0-E,46000,46000,
20-1712-00-1086193-2-1,710400,710400,784781
20-1712-00-1086468-1-1,176000,176000,950000
20-1712-00-1086468-2-1,748250,748250,750000
20-1712-00-1097015-1-1,,27450,30900
20-1712-00-1101635-1-1,,109310,119515
20-1720-00-1043585-0-E,47600,47600,
20-1720-00-1043858-0-E,107800,107800,
20-1720-00-1046055-0-E,88980,,
20-1720-00-1046152-0-E,31400,,
20-1720-00-1063331-2-1,281246.41000000003,,284342.8
20-1721-00-1069017-1-1,210605.27000000002,,215513.79
20-1725-00-1061332-1-1,240933.47999999998,240933.47999999998,699247.8
20-1725-00-1061332-2-1,52449.5,52449.5,459059.7
20-1725-00-1102146-1-1,,30788.14,32734.18
20-1729-00-1101630-1-1,,,247100
20-1730-00-1048841-0-E,49440,49440,
20-1731-00-1098791-1-1,,38000,38000
20-1731-00-1098806-1-1,,33000,47100
20-1731-00-1099409-1-1,,48445,48650
20-1731-00-1100484-1-1,,21000,22800
20-1734-00-1046281-0-E,63000,63000,
20-1734-00-1046430-0-E,30000,30000,
20-1734-00-1046435-0-E,51000,51000,
20-1734-00-1046436-0-E,72650,72650,
20-1734-00-1046443-0-E,56100,56100,
20-1734-00-1046476-0-E,63000,63000,
20-1734-00-1046488-0-E,66000,66000,
20-1734-00-1046499-0-E,35000,35000,
20-1734-00-1046531-0-E,81896,81896,
20-1734-00-1046535-0-E,45000,45000,
20-1734-00-1046540-0-E,23200,23200,
20-1734-00-1046545-0-E,45050,45050,
20-1734-00-1046552-0-E,72300,72300,
20-1734-00-1046561-0-E,175596,175596,
20-1734-00-1046562-0-E,77642.8,77642.8,
20-1734-00-1046566-0-E,36000,36000,
20-1734-00-1046579-0-E,44670,44670,
20-1734-00-1046580-0-E,119800,119800,
20-1734-00-1046591-0-E,168000,168000,
20-1734-00-1046675-0-E,25000,25000,
20-1734-00-1046676-0-E,25000,25000,
20-1734-00-1046677-0-E,100000,100000,
20-1734-00-1046701-0-E,50000,50000,
20-1734-00-1047056-0-E,100000,100000,
20-1734-00-1048310-0-E,103500,103500,
20-1734-00-1049008-0-E,58029,58029,
20-1734-00-1049032-0-E,180000,180000,
20-1734-00-1049043-0-E,93960,93960,
20-1734-00-1049048-0-E,60000,60000,
20-1734-00-1049181-0-E,141810,141810,
20-1734-00-1049221-0-E,70905,70905,
20-1734-00-1093841-2-1,196800,196800,200000
20-1734-00-1094131-1-1,199872,199872,200000
20-1734-00-1094135-1-1,199872,199872,200000
20-1734-00-1094143-1-1,199872,199872,200000
20-1734-00-1094154-2-1,196800,196800,200000
20-1734-00-1094157-2-1,196800,196800,200000
20-1734-00-1094158-1-1,199872,199872,200000
20-1734-00-1094160-2-1,196800,196800,200000
20-1734-00-1094161-2-1,196800,196800,200000
20-1734-00-1094163-2-1,196800,196800,200000
20-1734-00-1094167-1-1,199872,199872,200000
20-1734-00-1094168-1-1,199872,199872,200000
20-1734-00-1094169-1-1,199872,199872,200000
20-1734-00-1094174-2-1,196800,196800,200000
20-1734-00-1094175-1-1,199872,199872,200000
20-1734-00-1094176-1-1,196800,196800,200000
20-1734-00-1094179-1-1,199872,199872,200000
20-1734-00-1094182-2-1,196800,196800,200000
20-1734-00-1094183-2-1,196800,196800,200000
20-1734-00-1094184-2-1,196800,196800,200000
20-1734-00-1094187-1-1,199872,199872,200000
20-1734-00-1094189-1-1,199872,199872,200000
20-1734-00-1094190-2-1,196800,196800,200000
20-1734-00-1094192-1-1,199872,199872,200000
20-1734-00-1094193-1-1,199872,199872,200000
20-1734-00-1094197-2-1,196800,196800,200000
20-1734-00-1094199-2-1,196800,196800,200000
20-1734-00-1094203-1-1,199872,199872,200000
20-1734-00-1094204-1-1,199872,199872,200000
20-1734-00-1094205-1-1,199872,199872,200000
20-1734-00-1094207-1-1,199872,199872,200000
20-1734-00-1094208-1-1,199872,199872,200000
20-1734-00-1094209-1-1,199872,199872,200000
20-1734-00-1094211-1-1,199872,199872,200000
20-1734-00-1094212-1-1,199872,199872,200000
20-1734-00-1094213-1-1,196800,196800,200000
20-1734-00-1094214-1-1,196800,196800,200000
20-1734-00-1094215-1-1,104058,104058,105750
20-1734-00-1094216-1-1,196800,196800,200000
20-1734-00-1094228-1-1,196800,196800,200000
20-1734-00-1094414-1-1,196800,196800,200000
20-1734-00-1094570-1-1,196800,196800,200000
20-1734-00-1094603-1-1,196800,196800,200000
20-1734-00-1094634-1-1,196800,196800,200000
20-1735-00-1089406-1-1,,185152.34,194598.74000000002
20-1735-00-1090487-1-1,,30357.74,30358.52
20-1738-00-1085314-1-1,247992,247992,247992
20-1739-00-1089001-1-2,,324488,345388
20-1739-00-1089293-1-2,,345000,345000
20-1739-00-1090202-1-1,,165000,165000
20-1739-00-1098224-1-1,,35260,38700
20-1740-00-1059139-1-1,240859,240859,241610
20-1749-00-1083520-1-1,,56700,56700
20-1749-00-1088811-1-1,,28421,30330
20-1749-00-1088980-1-1,,29310,29310
20-1755-00-1044121-0-E,433764,,
20-1755-00-1044450-0-E,160200,160200,
20-1755-00-1045983-0-E,28080,28080,
20-1755-00-1064565-2-1,1004253,1004253,1607000
20-1755-00-1100273-1-1,,33000,33000
20-1801-00-1038029-0-E,1197115,1197115,
20-1801-00-1038684-0-E,35700,35700,
20-1801-00-1038800-0-E,115041,115041,
20-1801-00-1040119-0-E,28500,28500,
20-1801-00-1040419-0-E,101025,101025,
20-1801-00-1040664-0-E,196300,196300,
20-1801-00-1041822-0-E,98745,98745,
20-1801-00-1041850-0-E,51255,51255,
20-1801-00-1041919-0-E,49995,49995,
20-1801-00-1042378-0-E,33998.4,33998.4,
20-1801-00-1042380-0-E,23800,23800,
20-1801-00-1042541-0-E,27380,27380,
20-1801-00-1042654-0-E,77620,77620,
20-1801-00-1043535-0-E,34410,34410,
20-1801-00-1045163-0-E,27510,27510,
20-1801-00-1046356-0-E,22500,22500,
20-1801-00-1046800-0-E,153000,59510,
20-1801-00-1046818-0-E,49920,49920,
20-1801-00-1047025-0-E,31200,31200,
20-1801-00-1047035-0-E,91800,42609,
20-1801-00-1048761-0-E,351668,351668,
20-1801-00-1049208-0-E,29988,29988,
20-1801-00-1049468-0-E,26520,24137,
20-1801-00-1049637-0-E,373750,373750,
20-1801-00-1049918-0-E,102000,39565,
20-1801-00-1072696-1-1,,49995,49995
20-1801-00-1073699-1-1,,53560,60360
